"ID";"DistrictsAndNeighbourhoods";"MunicipalityName_1";"RegionType_2";"Encoding_3";"ChangeInDistrictOrNeighbourhood_4";"DistanceToGPPractice_5";"Within1Km_6";"Within3Km_7";"Within5Km_8";"DistanceToGPPost_9";"DistanceToPharmacy_10";"DistanceToHospital_11";"Within5Km_12";"Within10Km_13";"Within20Km_14";"DistanceToHospital_15";"Within5Km_16";"Within10Km_17";"Within20Km_18";"DistanceToYouthHealthCentre_19";"DistanceToPhysiotherapist_20";"Within1Km_21";"Within3Km_22";"Within5Km_23";"DistanceToLargeSupermarket_24";"Within1Km_25";"Within3Km_26";"Within5Km_27";"DistanceToShopForOtherDailyFood_28";"Within1Km_29";"Within3Km_30";"Within5Km_31";"DistanceToDepartmentStore_32";"Within5Km_33";"Within10Km_34";"Within20Km_35";"DistanceToCafeEtc_36";"Within1Km_37";"Within3Km_38";"Within5Km_39";"DistanceToCafeteriaEtc_40";"Within1Km_41";"Within3Km_42";"Within5Km_43";"DistanceToRestaurant_44";"Within1Km_45";"Within3Km_46";"Within5Km_47";"DistanceToHotelEtc_48";"Within5Km_49";"Within105km_50";"Within20Km_51";"DistanceToDaycareCentres_52";"Within1Km_53";"Within3Km_54";"Within5Km_55";"DistanceToOutOfSchoolCare_56";"Within1Km_57";"Within3Km_58";"Within5Km_59";"DistanceToSchool_60";"Within1Km_61";"Within3Km_62";"Within5Km_63";"DistanceToSchool_64";"Within3Km_65";"Within5Km_66";"Within10Km_67";"DistanceToSchool_68";"Within3Km_69";"Within5Km_70";"Within10Km_71";"DistanceToSchool_72";"Within3Km_73";"Within5Km_74";"Within10Km_75";"DistanceToPublicGreenTotal_76";"DistanceToPark_77";"DistanceToRecreationalTerrain_78";"DistanceToForest_79";"DistanceToOpenNatTerrainTotal_80";"DistanceToOpenDryNaturalTerrain_81";"DistanceToOpenWetNaturalTerrain_82";"DistanceToSemiPublicGreenTotal_83";"DistanceToSportsArea_84";"DistanceToAllotmentGarden_85";"DistanceToRecreationalArea_86";"DistanceToCemetery_87";"DistanceToRecreationalInlandWaters_88";"DistanceToMainRoadEntrance_89";"DistanceToTrainStationAllTypes_90";"DistanceToImportantTransferStation_91";"DistanceToLibrary_92";"DistanceToSwimmingPool_93";"DistanceToArtificialIceSkatingRink_94";"DistanceToMuseum_95";"Within5Km_96";"Within10Km_97";"Within20Km_98";"DistanceToPerformingArts_99";"Within5Km_100";"Within10Km_101";"Within20Km_102";"DistanceToPopMusicVenue_103";"DistanceToCinema_104";"Within5Km_105";"Within10Km_106";"Within20Km_107";"DistanceToSauna_108";"DistanceToTanningSalon_109";"DistanceToAttraction_110";"Within10Km_111";"Within20Km_112";"Within50Km_113";"DistanceToFireStation_114"
"403";"BU00340203";"Almere                                  ";"Neighbourhood";"BU00340203";"3";"     1.6";"     0.0";"     4.1";"    10.0";"     3.3";"     1.6";"     3.3";"     1.0";"     2.0";"     3.6";"     3.3";"     1.0";"     1.0";"     1.6";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.0";"     5.2";"    22.0";"     0.5";"     1.0";"     7.8";"    50.8";"     3.2";"     1.9";"     3.0";"     8.8";"     3.1";"     0.0";"     0.9";"    17.7";"     1.3";"     0.1";"    14.6";"    81.8";"     1.1";"     0.7";"    16.5";"    90.2";"     1.1";"     5.6";"     7.0";"    15.0";"     0.4";"     4.7";"    29.6";"    68.2";"     0.4";"     4.6";"    30.1";"    61.0";"     0.5";"     2.1";"    12.1";"    32.2";"     1.1";"     3.0";"     7.3";"    17.0";"     1.1";"     3.0";"     6.3";"    14.0";"     1.1";"     2.0";"     3.4";"    10.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.3";"     2.5";"     3.5";"     3.3";"     4.4";"    26.0";"    16.0";"     0.0";"     0.0";"     7.0";"     3.6";"     2.0";"     2.0";"     6.0";"     3.6";"     3.3";"     1.0";"     1.0";"     3.0";"     4.5";"     2.6";"     3.1";"     4.0";"     5.2";"    44.2";"     1.6"
"404";"BU00340204";"Almere                                  ";"Neighbourhood";"BU00340204";"1";"     0.7";"     0.8";"     5.6";"    13.6";"     2.3";"     0.7";"     2.3";"     1.0";"     2.0";"     3.0";"     2.3";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.0";"    13.4";"    26.8";"     0.6";"     1.7";"    30.2";"    64.3";"     2.3";"     2.0";"     3.0";"     8.0";"     2.1";"     0.0";"     9.9";"    18.2";"     0.6";"     1.8";"    54.8";"    91.4";"     0.7";"     1.9";"    57.5";"   106.9";"     1.9";"     5.0";"     7.0";"    14.4";"     0.3";"     6.3";"    36.4";"    80.6";"     0.4";"     6.3";"    35.5";"    72.9";"     0.4";"     3.5";"    15.4";"    38.5";"     1.0";"     4.6";"     8.5";"    17.0";"     1.0";"     3.9";"     7.0";"    14.0";"     1.0";"     2.3";"     4.5";"    10.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.2";"     2.3";"     2.5";"     2.3";"     3.6";"    26.2";"    16.2";"     0.0";"     0.0";"     6.5";"     2.6";"     2.0";"     2.0";"     5.7";"     2.6";"     2.5";"     1.0";"     1.0";"     3.0";"     3.6";"     1.6";"     3.3";"     4.0";"     5.0";"    43.4";"     2.5"
"405";"BU00340205";"Almere                                  ";"Neighbourhood";"BU00340205";"1";"     0.9";"     0.8";"     5.9";"    14.1";"     2.3";"     0.9";"     2.3";"     1.0";"     2.0";"     3.0";"     2.3";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.5";"    14.2";"    27.7";"     0.6";"     2.4";"    31.3";"    64.0";"     2.5";"     2.0";"     3.0";"     6.2";"     2.1";"     0.0";"     9.4";"    18.0";"     0.7";"     2.2";"    56.1";"    92.7";"     0.6";"     2.4";"    60.9";"   109.3";"     2.3";"     5.0";"     7.0";"    13.9";"     0.4";"     2.8";"    36.3";"    83.4";"     0.4";"     4.0";"    35.0";"    76.6";"     0.8";"     1.1";"    16.8";"    40.7";"     1.3";"     4.4";"     8.1";"    17.0";"     1.3";"     3.4";"     7.0";"    14.0";"     1.3";"     2.3";"     4.1";"    10.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.7";"     1.6";"     2.3";"     2.5";"     3.7";"    26.5";"    16.5";"     0.0";"     0.0";"     5.4";"     2.6";"     2.0";"     2.0";"     4.7";"     2.6";"     2.7";"     1.0";"     1.0";"     3.0";"     3.1";"     1.6";"     3.9";"     4.0";"     5.0";"    41.5";"     2.7"
"406";"BU00340206";"Almere                                  ";"Neighbourhood";"BU00340206";"3";"     0.7";"     0.8";"     4.3";"    13.0";"     2.8";"     0.8";"     2.8";"     1.0";"     2.0";"     3.0";"     2.8";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.3";"    11.2";"    26.0";"     0.5";"     1.9";"    27.0";"    58.6";"     2.6";"     1.7";"     3.0";"     5.3";"     0.7";"     0.8";"    10.3";"    17.6";"     0.6";"     2.1";"    45.4";"    84.5";"     0.6";"     4.3";"    61.4";"   103.1";"     1.9";"     4.5";"     7.0";"    12.2";"     0.3";"     2.9";"    24.3";"    78.8";"     0.5";"     2.0";"    21.8";"    71.3";"     0.4";"     1.9";"    12.3";"    38.5";"     1.8";"     2.8";"     7.8";"    16.9";"     1.8";"     1.8";"     6.5";"    13.9";"     2.8";"     0.8";"     4.4";"     9.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     2.3";"     2.3";"     2.6";"     3.7";"    26.5";"    16.5";"     0.0";"     0.0";"     4.7";"     2.4";"     2.0";"     2.0";"     3.4";"     2.4";"     2.8";"     1.0";"     1.0";"     2.4";"     1.7";"     2.6";"     5.2";"     4.0";"     4.7";"    41.1";"     1.8"
"407";"BU00340207";"Almere                                  ";"Neighbourhood";"BU00340207";"3";"     1.8";"     0.0";"     7.3";"    13.3";"     3.4";"     1.9";"     3.4";"     1.0";"     1.0";"     2.1";"     3.4";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     0.9";"     9.5";"    27.5";"     0.6";"     0.9";"    15.1";"    62.9";"     3.1";"     2.0";"     3.0";"     4.5";"     2.3";"     0.0";"     2.5";"    17.1";"     0.6";"     1.6";"    20.1";"    95.4";"     0.6";"     0.9";"    20.4";"   106.2";"     3.3";"     5.0";"     7.0";"    12.4";"     0.7";"     1.9";"    37.7";"    76.4";"     0.9";"     1.1";"    36.9";"    70.1";"     0.8";"     1.1";"    17.4";"    37.0";"     2.2";"     3.7";"     8.0";"    15.2";"     2.2";"     3.4";"     7.0";"    12.3";"     2.3";"     2.2";"     4.2";"     8.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.9";"     0.9";"     3.3";"     2.9";"     3.2";"    27.6";"    17.6";"     0.0";"     0.0";"     4.9";"     3.7";"     2.0";"     2.0";"     2.9";"     3.7";"     3.8";"     1.0";"     1.0";"     3.0";"     4.0";"     2.7";"     2.9";"     4.0";"     4.0";"    40.4";"     3.7"
"408";"BU00340208";"Almere                                  ";"Neighbourhood";"BU00340208";"3";"     0.9";"     0.8";"     4.4";"    11.2";"     4.1";"     1.2";"     4.1";"     1.0";"     1.0";"     2.0";"     4.1";"     1.0";"     1.0";"     1.0";"       .";"       .";"       .";"       .";"       .";"     0.7";"     0.9";"     5.0";"    24.1";"     0.7";"     0.9";"     5.5";"    57.0";"     3.5";"     2.0";"     3.0";"     5.5";"     3.6";"     0.0";"     0.1";"    14.5";"     0.5";"     2.1";"     9.9";"    89.0";"     0.6";"     1.9";"     9.0";"    89.8";"     2.8";"     4.9";"     7.0";"    12.8";"     0.3";"     6.3";"    28.5";"    65.0";"     0.3";"     5.4";"    27.3";"    60.4";"     0.5";"     2.0";"    12.6";"    31.2";"     1.3";"     2.5";"     6.5";"    14.5";"     1.3";"     2.5";"     5.5";"    12.0";"     2.2";"     1.5";"     3.5";"     7.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.1";"     4.2";"     3.6";"     3.6";"    27.7";"    17.7";"     0.0";"     0.0";"     5.6";"     4.4";"     2.0";"     2.0";"     3.6";"     4.4";"     4.3";"     1.0";"     1.0";"     3.0";"     5.2";"     3.3";"     2.0";"     4.0";"     4.0";"    42.7";"     3.3"
"409";"BU00340209";"Almere                                  ";"Neighbourhood";"BU00340209";"3";"     0.9";"     0.7";"     7.9";"    13.3";"     1.5";"     1.4";"     1.5";"     1.0";"     2.0";"     3.9";"     1.5";"     1.0";"     1.0";"     1.9";"       .";"       .";"       .";"       .";"       .";"     0.8";"     2.5";"    15.6";"    24.4";"     0.5";"     5.9";"    38.9";"    53.1";"     1.3";"     1.0";"     3.0";"     6.5";"     0.9";"     3.3";"    15.3";"    19.8";"     0.5";"    15.3";"    60.9";"    79.1";"     0.5";"    15.4";"    81.1";"   104.1";"     0.6";"     5.3";"     7.0";"    13.7";"     0.4";"     5.6";"    41.1";"    89.0";"     0.4";"     4.4";"    38.7";"    80.9";"     0.6";"     2.6";"    22.0";"    39.1";"     0.7";"     5.2";"     7.5";"    17.0";"     0.7";"     4.0";"     5.5";"    14.0";"     1.9";"     2.2";"     4.5";"    10.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"     1.0";"     1.0";"     1.3";"     2.0";"    24.8";"    14.9";"     0.0";"     0.0";"     5.5";"     0.9";"     2.0";"     2.0";"     4.6";"     0.9";"     1.4";"     1.0";"     1.0";"     3.0";"     1.5";"     1.0";"     4.6";"     4.0";"     6.0";"    45.6";"     0.7"
"410";"BU00340210";"Almere                                  ";"Neighbourhood";"BU00340210";"3";"     0.7";"     0.8";"     6.2";"    12.0";"     2.6";"     0.7";"     2.6";"     1.0";"     2.0";"     3.6";"     2.6";"     1.0";"     1.0";"     1.6";"       .";"       .";"       .";"       .";"       .";"     0.5";"     1.6";"    14.2";"    21.7";"     0.6";"     1.7";"    35.3";"    48.8";"     2.3";"     1.0";"     3.0";"     6.0";"     2.0";"     0.0";"    12.9";"    16.9";"     0.5";"     2.2";"    55.3";"    72.4";"     0.6";"     3.9";"    72.6";"    98.0";"     1.6";"     4.6";"     7.0";"    13.0";"     0.4";"     5.1";"    32.6";"    72.8";"     0.4";"     3.9";"    26.8";"    65.7";"     0.5";"     2.0";"    17.3";"    34.0";"     1.6";"     3.4";"     6.9";"    16.8";"     1.6";"     2.4";"     4.9";"    13.8";"     2.9";"     0.9";"     3.9";"    10.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.1";"     2.1";"     2.1";"     2.3";"     2.8";"    24.9";"    15.1";"     0.0";"     0.0";"     5.0";"     1.9";"     2.0";"     2.0";"     4.0";"     1.9";"     2.4";"     1.0";"     1.0";"     2.1";"     1.3";"     2.0";"     5.4";"     4.0";"     5.9";"    44.4";"     1.2"
"411";"BU00340211";"Almere                                  ";"Neighbourhood";"BU00340211";"3";"     0.8";"     0.7";"     7.7";"    14.0";"     2.0";"     0.9";"     2.0";"     1.1";"     2.0";"     4.0";"     2.0";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.8";"     1.1";"    13.8";"    26.1";"     0.8";"     1.8";"    38.7";"    67.3";"     1.7";"     1.7";"     3.0";"     7.5";"     0.7";"     2.0";"    16.9";"    23.0";"     0.6";"     3.4";"    61.1";"    82.4";"     0.6";"     4.9";"    72.3";"   116.8";"     1.6";"     6.0";"     7.8";"    17.0";"     0.4";"     5.3";"    40.1";"    85.7";"     0.5";"     5.0";"    38.3";"    79.6";"     0.4";"     3.3";"    19.7";"    40.6";"     1.0";"     4.9";"     9.4";"    15.9";"     1.0";"     3.3";"     6.9";"    12.9";"     1.1";"     2.4";"     5.6";"     9.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.6";"     1.6";"     2.0";"     1.7";"     1.2";"    23.1";"    13.1";"     0.0";"     0.0";"     7.6";"     1.6";"     2.0";"     2.0";"     5.8";"     1.8";"     1.9";"     1.0";"     1.0";"     2.9";"     2.4";"     1.3";"     2.9";"     4.0";"     6.7";"    48.4";"     2.5"
"412";"BU00340212";"Almere                                  ";"Neighbourhood";"BU00340212";"3";"     0.6";"     1.6";"     6.6";"    13.3";"     3.7";"     0.6";"     3.7";"     1.6";"     2.0";"     4.0";"     3.7";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.2";"     8.3";"    20.4";"     0.6";"     2.7";"    17.2";"    55.4";"     3.4";"     1.0";"     3.0";"     8.0";"     1.3";"     0.3";"     7.1";"    18.5";"     0.8";"     1.4";"    21.8";"    74.2";"     0.5";"     3.7";"    31.6";"   100.8";"     2.7";"     5.0";"     7.5";"    17.3";"     0.4";"     5.5";"    36.6";"    72.2";"     0.4";"     4.4";"    33.4";"    69.5";"     0.5";"     3.0";"    17.4";"    34.0";"     2.0";"     3.2";"     8.8";"    14.0";"     2.0";"     2.1";"     5.8";"    11.0";"     2.3";"     1.7";"     4.8";"     9.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.1";"     3.4";"     3.4";"     2.1";"    22.7";"    12.9";"     0.0";"     0.0";"     8.1";"     3.1";"     2.0";"     2.0";"     6.3";"     3.1";"     3.5";"     1.0";"     1.0";"     3.1";"     2.9";"     1.3";"     4.5";"     4.0";"     7.0";"    47.6";"     3.3"
"413";"BU00340213";"Almere                                  ";"Neighbourhood";"BU00340213";"3";"     0.5";"     2.0";"     6.9";"    14.9";"     2.5";"     0.6";"     2.5";"     1.3";"     2.0";"     4.0";"     2.5";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.2";"    12.6";"    25.4";"     0.6";"     5.0";"    35.7";"    68.1";"     2.2";"     1.3";"     3.0";"     8.1";"     0.6";"     1.6";"    15.3";"    22.5";"     0.6";"     2.4";"    55.3";"    81.6";"     0.5";"     5.1";"    66.0";"   110.1";"     2.2";"     5.5";"     8.3";"    18.5";"     0.4";"     5.5";"    38.0";"    85.1";"     0.3";"     6.4";"    34.5";"    80.1";"     0.5";"     2.6";"    16.6";"    40.8";"     0.7";"     3.9";"    10.6";"    14.7";"     0.8";"     2.5";"     7.6";"    11.7";"     1.2";"     2.0";"     6.6";"     9.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     1.8";"     0.7";"     2.7";"     2.3";"     1.0";"    22.5";"    12.6";"     0.0";"     0.0";"     8.5";"     2.2";"     2.0";"     2.0";"     6.4";"     2.5";"     2.4";"     1.0";"     1.0";"     3.1";"     2.1";"     0.6";"     3.1";"     4.0";"     7.0";"    48.9";"     3.2"
"414";"BU00340214";"Almere                                  ";"Neighbourhood";"BU00340214";"3";"     0.6";"     1.0";"     5.6";"    12.3";"     3.9";"     0.6";"     3.5";"     2.0";"     2.0";"     4.0";"     3.9";"     1.0";"     1.0";"     2.0";"       .";"       .";"       .";"       .";"       .";"     0.6";"     1.0";"     5.0";"    19.5";"     0.5";"     1.7";"    14.3";"    52.7";"     3.6";"     1.0";"     2.9";"    12.3";"     1.3";"     0.1";"     5.1";"    18.7";"     0.5";"     1.5";"    10.7";"    74.6";"     0.6";"     1.7";"    21.6";"    90.3";"     1.4";"     5.0";"     8.9";"    24.1";"     0.4";"     4.8";"    28.8";"    66.0";"     0.4";"     5.3";"    27.0";"    67.7";"     0.5";"     1.8";"    13.0";"    31.5";"     1.1";"     4.4";"     9.3";"    14.0";"     1.9";"     2.6";"     6.4";"    11.0";"     1.1";"     2.5";"     5.5";"     9.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     0.9";"     1.6";"     4.1";"     3.3";"     1.7";"    21.0";"    11.1";"     0.0";"     0.0";"     9.8";"     3.6";"     2.0";"     2.0";"     9.4";"     3.9";"     3.8";"     1.0";"     1.0";"     5.0";"     1.6";"     1.6";"     4.1";"     4.0";"     7.0";"    50.6";"     4.6"
"415";"BU00340215";"Almere                                  ";"Neighbourhood";"BU00340215";"3";"     1.0";"     0.6";"     2.1";"     7.5";"     5.1";"     2.8";"     5.1";"     0.4";"     2.0";"     3.4";"     5.1";"     0.4";"     1.0";"     1.4";"       .";"       .";"       .";"       .";"       .";"     0.9";"     0.6";"     2.3";"    12.3";"     0.9";"     0.6";"     2.8";"    30.9";"     4.8";"     0.5";"     2.6";"     5.9";"     3.6";"     0.0";"     0.4";"    11.6";"     0.9";"     0.7";"     3.1";"    42.6";"     0.8";"     0.8";"     5.1";"    61.7";"     4.2";"     2.9";"     6.1";"    12.8";"     0.6";"     3.9";"    12.4";"    42.3";"     0.8";"     2.6";"     8.9";"    36.0";"     0.8";"     1.4";"     4.9";"    19.6";"     3.8";"     0.2";"     4.0";"    14.1";"     3.8";"     0.1";"     2.8";"    11.1";"     4.3";"     0.0";"     1.3";"     9.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.0";"     3.8";"     4.7";"     4.8";"     3.9";"    25.4";"    15.6";"     0.0";"     0.0";"     4.9";"     4.4";"     1.3";"     2.0";"     3.8";"     4.4";"     5.0";"     0.4";"     1.0";"     2.0";"     4.0";"     3.9";"     6.7";"     2.5";"     5.5";"    41.6";"     3.9"
"416";"BU00340271";"Almere                                  ";"Neighbourhood";"BU00340271";"1";"     0.6";"     0.5";"     6.5";"    15.9";"     1.4";"     1.3";"     1.4";"     1.0";"     2.0";"     3.1";"     1.4";"     1.0";"     1.0";"     1.1";"       .";"       .";"       .";"       .";"       .";"     1.0";"     1.0";"    15.5";"    24.5";"     1.1";"     3.0";"    37.5";"    50.6";"     1.6";"     1.0";"     3.0";"     7.0";"     1.0";"     1.5";"    14.5";"    17.5";"     0.9";"     6.0";"    61.1";"    80.5";"     1.0";"     4.4";"    76.9";"   101.5";"     1.0";"     5.0";"     7.0";"    15.0";"     0.4";"     4.6";"    34.6";"    86.9";"     0.1";"     4.6";"    31.3";"    77.6";"     0.5";"     1.2";"    19.1";"    39.6";"     0.9";"     5.5";"     9.0";"    17.0";"     0.9";"     4.5";"     7.0";"    14.0";"     1.4";"     3.0";"     5.0";"    10.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"     2.2";"     1.1";"     1.1";"     1.5";"     2.8";"    25.5";"    15.5";"     0.0";"     0.0";"     6.0";"     1.4";"     2.0";"     2.0";"     5.0";"     1.4";"     1.8";"     1.0";"     1.0";"     3.0";"     1.9";"     1.3";"     5.1";"     4.0";"     5.5";"    42.5";"     1.4"
